0.000000000000000000e+00,1.666600000000000026e-02,4.166600000000000165e-02,7.916600000000000026e-02,1.354130000000000056e-01,2.197930000000000161e-01,3.463530000000000220e-01,4.729130000000000278e-01,6.395830000000000126e-01,8.062529999999999974e-01,8.947930000000000605e-01,9.833330000000000126e-01
5.954499999999999238e-01,1.163799999999999946e+00,1.950800000000000090e+00,3.070999999999999730e+00,4.731500000000000483e+00,6.699099999999999611e+00,9.343099999999999739e+00,1.154299999999999926e+01,1.404400000000000048e+01,1.619299999999999784e+01,1.709699999999999775e+01,1.820299999999999940e+01
2.105799999999999894e+00,4.217200000000000060e+00,7.429199999999999804e+00,1.211399999999999899e+01,1.950400000000000134e+01,2.940899999999999892e+01,4.458399999999999608e+01,5.895199999999999818e+01,7.697700000000000387e+01,9.505100000000000193e+01,1.036200000000000045e+02,1.132500000000000000e+02
1.550599999999999978e+00,3.209600000000000009e+00,5.867499999999999716e+00,9.804599999999998872e+00,1.650600000000000023e+01,2.568100000000000094e+01,4.068399999999999750e+01,5.573400000000000176e+01,7.495199999999999818e+01,9.611999999999999034e+01,1.053599999999999994e+02,1.173500000000000085e+02
1.059099999999999930e+00,2.105799999999999894e+00,3.620000000000000107e+00,5.890000000000000568e+00,9.272600000000000620e+00,1.418999999999999950e+01,2.097800000000000153e+01,2.779200000000000159e+01,3.641599999999999682e+01,4.555999999999999517e+01,4.938599999999999568e+01,5.490299999999999869e+01
3.050499999999999989e+00,6.078299999999999592e+00,1.053000000000000114e+01,1.721199999999999974e+01,2.697000000000000242e+01,4.157800000000000296e+01,6.255000000000000426e+01,8.328900000000000148e+01,1.101599999999999966e+02,1.365300000000000011e+02,1.501600000000000250e+02,1.643199999999999932e+02
1.767600000000000060e+00,3.462699999999999889e+00,5.899000000000000021e+00,9.360500000000000043e+00,1.471100000000000030e+01,2.123499999999999943e+01,3.035400000000000276e+01,3.833800000000000097e+01,4.802599999999999625e+01,5.709599999999999653e+01,6.163799999999999812e+01,6.645600000000000307e+01
2.184100000000000108e+01,4.414199999999999591e+01,7.911199999999999477e+01,1.310499999999999829e+02,2.128700000000000045e+02,3.316800000000000068e+02,5.179099999999999682e+02,7.026699999999999591e+02,9.438899999999999864e+02,1.189500000000000000e+03,1.317000000000000000e+03,1.447099999999999909e+03
4.827400000000000091e+01,1.002699999999999960e+02,1.834799999999999898e+02,3.107799999999999727e+02,5.149500000000000455e+02,8.281799999999999500e+02,1.334599999999999909e+03,1.860899999999999864e+03,2.558299999999999727e+03,3.292699999999999818e+03,3.673599999999999909e+03,4.067099999999999909e+03
6.760599999999999943e-01,2.472300000000000164e+00,6.139100000000000001e+00,1.299600000000000044e+01,2.619300000000000139e+01,5.150399999999999778e+01,9.691699999999998738e+01,1.523300000000000125e+02,2.286999999999999886e+02,3.211100000000000136e+02,3.667599999999999909e+02,4.202300000000000182e+02
7.387099999999999778e-01,1.410100000000000131e+00,2.254599999999999937e+00,3.498399999999999732e+00,4.891799999999999926e+00,7.118800000000000239e+00,8.653000000000000469e+00,9.877100000000000435e+00,1.107399999999999984e+01,1.163000000000000078e+01,1.156999999999999851e+01,1.214900000000000091e+01
-8.910599999999999632e-01,-1.869800000000000129e+00,-3.658799999999999830e+00,-6.402299999999999436e+00,-1.037199999999999989e+01,-1.823099999999999810e+01,-3.171799999999999642e+01,-4.601200000000000045e+01,-6.579899999999999238e+01,-8.612099999999999511e+01,-9.676700000000001012e+01,-1.070799999999999983e+02
1.900200000000000102e+02,3.791499999999999773e+02,6.631299999999999955e+02,1.090500000000000000e+03,1.730100000000000136e+03,2.687699999999999818e+03,4.129899999999999636e+03,5.565500000000000000e+03,7.451300000000000182e+03,9.336300000000001091e+03,1.033900000000000000e+04,1.133900000000000000e+04
2.703900000000000432e+02,5.496799999999999500e+02,9.802999999999999545e+02,1.635699999999999818e+03,2.632900000000000091e+03,4.163100000000000364e+03,6.515899999999999636e+03,8.913300000000001091e+03,1.206900000000000000e+04,1.525600000000000000e+04,1.695500000000000000e+04,1.863500000000000000e+04
4.359000000000000341e+01,9.071600000000000819e+01,1.640600000000000023e+02,2.792500000000000000e+02,4.557300000000000182e+02,7.413700000000000045e+02,1.185500000000000000e+03,1.657099999999999909e+03,2.289500000000000000e+03,2.946400000000000091e+03,3.302900000000000091e+03,3.657000000000000000e+03
6.198200000000000376e-01,1.368599999999999817e+00,2.392200000000000326e+00,4.367399999999999949e+00,6.511999999999999567e+00,1.163099999999999845e+01,1.660200000000000031e+01,2.288199999999999790e+01,3.103100000000000236e+01,3.943900000000000006e+01,4.428799999999999670e+01,4.938200000000000500e+01
1.086899999999999977e+01,2.139000000000000057e+01,3.695799999999999841e+01,6.017300000000000182e+01,9.578900000000000148e+01,1.473000000000000114e+02,2.240500000000000114e+02,3.011399999999999864e+02,4.035500000000000114e+02,5.065799999999999841e+02,5.621699999999999591e+02,6.186400000000001000e+02
3.304599999999999795e+02,6.553099999999999454e+02,1.134799999999999955e+03,1.854200000000000045e+03,2.925400000000000091e+03,4.518000000000000000e+03,6.898900000000000546e+03,9.254800000000001091e+03,1.235800000000000000e+04,1.544100000000000000e+04,1.707900000000000000e+04,1.871800000000000000e+04
4.221499999999999773e+02,8.399800000000000182e+02,1.455000000000000000e+03,2.378500000000000000e+03,3.736099999999999909e+03,5.767199999999999818e+03,8.768200000000000728e+03,1.172700000000000000e+04,1.561300000000000000e+04,1.943300000000000000e+04,2.146100000000000000e+04,2.347500000000000000e+04
1.397199999999999989e+02,2.787900000000000205e+02,4.830500000000000114e+02,7.937799999999999727e+02,1.247099999999999909e+03,1.943700000000000045e+03,2.962900000000000091e+03,3.991599999999999454e+03,5.349000000000000000e+03,6.698699999999999818e+03,7.427900000000000546e+03,8.154399999999998727e+03
1.700099999999999767e+01,3.374899999999999523e+01,5.799500000000000455e+01,9.596800000000000352e+01,1.498299999999999841e+02,2.346100000000000136e+02,3.532799999999999727e+02,4.756000000000000227e+02,6.360899999999999181e+02,7.965300000000000864e+02,8.841499999999999773e+02,9.724399999999999409e+02
-8.231100000000000083e-01,-1.774000000000000021e+00,-2.952500000000000124e+00,-5.209600000000000009e+00,-7.716100000000000847e+00,-1.191699999999999982e+01,-1.965399999999999991e+01,-2.664400000000000190e+01,-3.486599999999999966e+01,-4.263700000000000045e+01,-4.625300000000000011e+01,-4.973299999999999699e+01
1.120999999999999943e+02,2.233700000000000045e+02,3.877599999999999909e+02,6.313899999999999864e+02,9.992899999999998499e+02,1.548000000000000000e+03,2.369800000000000182e+03,3.187000000000000000e+03,4.276900000000000546e+03,5.367300000000000182e+03,5.950099999999999454e+03,6.534899999999999636e+03
3.884499999999999886e+02,7.768400000000000318e+02,1.346799999999999955e+03,2.188400000000000091e+03,3.449900000000000091e+03,5.321000000000000000e+03,8.099399999999999636e+03,1.084200000000000000e+04,1.444700000000000000e+04,1.801900000000000000e+04,1.991200000000000000e+04,2.180000000000000000e+04
4.910900000000000318e+02,9.746800000000000637e+02,1.690000000000000000e+03,2.752699999999999818e+03,4.324899999999999636e+03,6.671100000000000364e+03,1.012900000000000000e+04,1.355000000000000000e+04,1.801900000000000000e+04,2.242900000000000000e+04,2.477700000000000000e+04,2.711000000000000000e+04
1.147800000000000011e+02,2.282999999999999829e+02,3.960000000000000000e+02,6.468999999999999773e+02,1.024500000000000000e+03,1.581200000000000045e+03,2.408299999999999727e+03,3.240099999999999909e+03,4.332500000000000000e+03,5.423000000000000000e+03,6.006500000000000000e+03,6.592299999999999272e+03
-1.560699999999999865e-01,-3.949400000000000133e-01,-6.426600000000000090e-01,-1.272599999999999953e+00,-1.970599999999999907e+00,-3.282200000000000006e+00,-6.668800000000000061e+00,-9.998200000000000642e+00,-1.451199999999999868e+01,-1.956099999999999994e+01,-2.240299999999999869e+01,-2.528399999999999892e+01
3.374699999999999922e-01,6.244099999999999095e-01,1.264000000000000012e+00,1.232600000000000140e+00,2.848800000000000221e+00,4.935000000000000497e+00,5.418499999999999872e+00,6.969300000000000495e+00,1.242500000000000071e+01,1.872200000000000131e+01,2.191199999999999903e+01,2.642600000000000193e+01
1.249800000000000182e+02,2.576499999999999773e+02,4.553199999999999932e+02,7.500000000000000000e+02,1.202099999999999909e+03,1.883200000000000045e+03,2.916400000000000091e+03,3.962799999999999727e+03,5.354000000000000000e+03,6.765199999999999818e+03,7.514899999999999636e+03,8.273000000000000000e+03
4.516499999999999773e+02,9.185199999999999818e+02,1.611000000000000000e+03,2.635599999999999909e+03,4.175199999999999818e+03,6.458800000000000182e+03,9.860399999999999636e+03,1.324500000000000000e+04,1.765100000000000000e+04,2.204300000000000000e+04,2.436900000000000000e+04,2.668900000000000000e+04
1.682800000000000011e+02,3.398799999999999955e+02,5.912599999999999909e+02,9.678199999999999363e+02,1.533800000000000182e+03,2.360599999999999909e+03,3.600000000000000000e+03,4.832099999999999454e+03,6.441000000000000000e+03,8.043800000000000182e+03,8.895000000000000000e+03,9.745399999999999636e+03
1.944700000000000095e+00,3.769800000000000040e+00,6.504699999999999704e+00,1.039600000000000080e+01,1.623000000000000043e+01,2.465399999999999991e+01,3.608400000000000318e+01,4.717500000000000426e+01,6.143999999999999773e+01,7.484499999999999886e+01,8.171999999999999886e+01,8.849699999999999989e+01
5.161200000000000232e-01,1.475100000000000078e+00,3.085500000000000131e+00,5.860199999999999854e+00,1.096100000000000030e+01,2.028699999999999903e+01,3.506300000000000239e+01,5.161500000000000199e+01,7.833199999999999363e+01,1.063700000000000045e+02,1.201700000000000017e+02,1.349300000000000068e+02
4.541499999999999915e+01,1.014699999999999989e+02,1.858400000000000034e+02,3.206899999999999977e+02,5.342500000000000000e+02,8.772400000000000091e+02,1.433900000000000091e+03,2.017999999999999773e+03,2.834199999999999818e+03,3.685799999999999727e+03,4.134600000000000364e+03,4.594599999999999454e+03
1.644000000000000057e+02,3.522800000000000296e+02,6.305299999999999727e+02,1.061099999999999909e+03,1.721599999999999909e+03,2.736400000000000091e+03,4.324800000000000182e+03,5.944099999999999454e+03,8.102500000000000000e+03,1.030000000000000000e+04,1.146800000000000000e+04,1.264100000000000000e+04
4.382999999999999829e+01,9.084199999999999875e+01,1.594499999999999886e+02,2.644699999999999704e+02,4.208500000000000227e+02,6.551999999999999318e+02,1.011500000000000000e+03,1.366500000000000000e+03,1.833100000000000136e+03,2.302400000000000091e+03,2.552700000000000273e+03,2.800700000000000273e+03
2.459600000000000009e+00,4.891899999999999693e+00,8.506400000000001071e+00,1.380199999999999960e+01,2.177099999999999724e+01,3.355600000000000449e+01,5.057699999999999818e+01,6.740900000000000603e+01,8.950500000000000966e+01,1.111500000000000057e+02,1.224599999999999937e+02,1.337099999999999795e+02
9.695100000000000939e-01,1.785699999999999843e+00,3.006099999999999994e+00,4.721700000000000230e+00,7.229499999999999815e+00,1.096599999999999930e+01,1.536500000000000021e+01,1.949300000000000210e+01,2.557399999999999807e+01,3.106099999999999994e+01,3.350900000000000034e+01,3.580000000000000426e+01
2.801800000000000068e+00,6.588700000000000223e+00,1.227299999999999969e+01,2.203600000000000136e+01,3.766399999999999437e+01,6.467199999999999704e+01,1.092299999999999898e+02,1.564400000000000261e+02,2.278500000000000227e+02,3.040400000000000205e+02,3.438100000000000023e+02,3.840600000000000023e+02
7.904099999999999682e+00,1.764799999999999969e+01,3.198199999999999932e+01,5.522099999999999653e+01,9.107099999999999795e+01,1.487600000000000193e+02,2.412500000000000000e+02,3.359900000000000091e+02,4.683199999999999932e+02,6.057000000000000455e+02,6.790199999999999818e+02,7.514000000000000909e+02
3.910000000000000142e-01,6.053600000000000092e-01,7.636999999999999345e-01,1.011399999999999855e+00,7.139999999999999680e-01,3.255599999999999467e-02,-2.422199999999999687e+00,-6.089700000000000557e+00,-1.168699999999999939e+01,-1.822400000000000020e+01,-2.137000000000000099e+01,-2.574800000000000111e+01
1.445899999999999963e+00,2.913399999999999768e+00,5.090600000000000236e+00,8.315400000000000347e+00,1.318299999999999983e+01,2.043700000000000117e+01,3.111500000000000199e+01,4.174900000000000233e+01,5.575400000000000489e+01,6.964300000000000068e+01,7.693900000000000716e+01,8.420399999999999352e+01
1.376800000000000024e+00,2.709199999999999608e+00,4.678999999999999382e+00,7.540399999999999991e+00,1.179000000000000092e+01,1.800399999999999778e+01,2.675000000000000000e+01,3.530700000000000216e+01,4.640000000000000568e+01,5.717900000000000205e+01,6.278300000000000125e+01,6.825600000000000023e+01
1.174199999999999910e+00,2.224699999999999900e+00,3.765300000000000313e+00,5.949900000000000411e+00,9.095000000000000639e+00,1.360599999999999987e+01,1.938000000000000256e+01,2.478800000000000026e+01,3.177799999999999869e+01,3.835699999999999932e+01,4.171399999999999864e+01,4.474300000000000210e+01
3.225999999999999979e-01,4.554100000000000370e-01,6.290999999999999925e-01,7.430799999999999628e-01,7.113699999999999468e-01,3.803799999999999959e-01,-1.185499999999999998e+00,-3.228399999999999714e+00,-6.319500000000000561e+00,-9.920099999999999696e+00,-1.184800000000000075e+01,-1.418500000000000050e+01
2.140900000000000247e+00,4.256899999999999906e+00,7.343299999999999272e+00,1.192999999999999972e+01,1.862999999999999901e+01,2.850799999999999912e+01,4.271200000000000330e+01,5.651100000000000279e+01,7.434900000000000375e+01,9.182999999999999829e+01,1.011500000000000057e+02,1.100000000000000000e+02
8.333500000000000629e-02,1.666650000000000076e-01,2.916650000000000076e-01,4.791650000000000076e-01,7.603999999999999648e-01,1.182300000000000129e+00,1.815100000000000158e+00,2.447900000000000187e+00,3.281250000000000000e+00,4.114600000000000257e+00,4.557300000000000573e+00,5.000000000000000000e+00
1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00,1.614529411219999933e+00
1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00,1.082922822570000054e+00
4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00,4.234050721040000020e+00
3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00,3.484193843739999963e+00
